159	377
159	620
159	1600
159	2123
159	1203
159	1214
159	1453
159	2397
159	2188
159	1787
159	1519
159	138
159	1695
159	1048
159	169
159	2327
159	1684
159	1581
159	1259
159	765
159	1690
159	1819
159	1935
159	719
159	723
159	735
159	886
159	888
159	1498
159	1636
159	1757
159	2116
159	365
159	1620
159	970
159	2104
159	2325
159	570
159	753
159	1483
159	514
159	1009
159	291
159	882
159	1137
159	1479
159	1841
159	1065
159	498
159	806
159	2399
159	858
159	2014
159	184
159	1182
159	1630
159	1631
159	1138
159	2018
159	1074
159	1375
159	2095
159	1156
159	2363
159	1593
159	1415
159	531
159	2216
159	673
159	1772
159	181
159	925
159	1068
159	55
159	326
159	2456
159	1302
159	1303
159	1139
159	2268
159	906
159	42
159	587
159	1481
159	2067
159	142
159	2186
159	2444
159	698
159	699
159	1077
159	1480
159	1230
159	1232
159	126
159	390
159	2040
159	1155
159	208
159	2451
159	683
159	420
159	225
159	2357
159	2036
159	22
159	1149
159	2038
159	1008
159	1110
159	2016
159	911
159	1150
159	711
159	1589
159	1595
159	1736
159	1094
159	1330
159	355
159	1446
159	1556
159	1466
159	2364
159	2126
159	1285
159	1677
159	1718
159	1004
159	274
159	1205
159	370
159	1037
159	1324
159	1038
159	2032
159	2354
159	1618
159	2081
159	2084
159	2110
159	2124
159	1051
159	670
159	2428
159	566
159	1440
159	1186
159	2092
159	648
159	999
159	1901
159	1502
159	1968
159	1669
159	397
159	2143
159	252
159	619
159	1258
159	1089
159	1427
159	1052
159	493
159	1045
159	1384
163	447
163	1654
163	2399
520	516
520	350
520	423
520	444
520	2
520	288
520	227
520	418
520	607
520	209
520	293
520	614
520	16
520	168
520	522
520	527
520	387
520	679
520	83
520	647
520	584
520	599
520	693
520	704
520	57
520	60
520	200
520	632
520	162
520	89
520	650
520	344
520	438
520	445
520	455
520	543
520	427
520	282
520	565
520	347
520	289
520	262
1376	1936
1376	2056
1376	1591
1376	2223
1376	729
1376	1450
1376	596
1376	704
1376	57
1376	45
1376	1075
1376	200
1376	632
1376	162
1376	445
1376	534
1376	756
522	418
522	1744
522	162
522	289
527	34
527	1704
527	162
641	1683
641	2249
84	358
84	47
84	2079
89	2255
1774	1979
1860	1954
1860	2075
1860	1861
1860	1691
1861	1954
1861	1789
1861	1691
493	450
493	820
493	2259
493	2397
493	1523
493	2351
493	858
493	832
493	267
493	1146
493	1591
493	1809
493	2227
493	906
493	54
493	2430
493	1582
493	479
493	508
493	390
493	1682
493	437
493	533
493	2294
493	519
493	1801
493	262
572	369
572	2065
572	639
572	918
572	173
572	130
572	575
575	847
575	2065
575	2311
575	1042
575	2167
575	2178
575	674
575	814
575	2314
575	1653
575	1660
575	1911
575	361
575	173
575	672
575	1634
575	482
575	2341
575	2459
575	2208
575	1574
575	28
575	596
575	1275
575	547
575	1410
575	130
575	1054
575	1472
575	345
575	1405
575	2202
575	885
575	1194
575	1813
575	1416
575	2093
575	1241
575	2152
575	565
575	388
1444	1505
1444	1097
1444	1464
1444	1415
1444	1206
1444	1060
1444	273
1444	1085
1445	1273
1445	592
1445	273
1447	1464
1447	1273
1447	592
1447	273
1447	1445
576	2368
576	273
576	986
2130	378
2130	1276
2130	1964
2130	1763
2130	1960
377	378
377	640
378	1960
2136	378
2136	640
2136	1250
2338	1733
2338	2034
2338	423
2338	1807
1468	2034
1468	503
1468	745
1468	1095
1468	428
601	2280
601	1991
601	660
601	812
601	678
601	1696
601	1121
601	358
601	581
601	1377
601	1238
601	1385
601	1777
601	2456
601	2012
601	413
601	215
601	280
601	2342
601	1906
601	1252
601	250
601	733
601	328
601	86
601	967
601	491
601	2245
601	351
601	1449
601	1800
601	421
702	81
702	318
702	72
702	564
702	193
702	329
702	109
702	222
702	430
702	639
702	654
702	188
702	474
702	680
702	310
702	372
702	692
702	563
702	626
702	513
702	179
702	466
702	573
702	574
702	297
702	312
702	361
702	583
702	217
702	223
702	659
702	591
702	496
702	497
702	717
702	143
702	267
702	101
702	725
702	540
702	658
702	206
702	107
702	192
702	194
702	43
702	616
702	71
702	547
702	26
702	644
702	345
702	18
702	733
702	510
702	556
702	661
702	696
702	292
702	121
702	124
702	675
702	150
702	195
702	197
702	110
702	655
702	461
702	529
702	346
702	170
702	333
702	88
702	342
65	2184
65	1177
65	2122
65	68
65	205
65	2137
65	1441
65	2258
65	1970
65	177
65	34
65	1602
65	146
65	2326
65	272
65	1999
1074	1214
1074	970
1074	753
1074	1642
1074	1483
1074	882
1074	1002
1074	1080
1074	958
1074	683
1074	1466
1074	1428
1074	999
1074	1502
1074	1258
1080	958
325	114
325	2210
325	2096
325	1804
325	247
1185	831
1274	848
2288	2244
2288	1936
548	869
548	1144
1413	1063
1414	849
1414	1097
1414	548
1414	1144
549	211
549	49
549	50
549	548
550	770
550	245
550	1684
550	1415
1415	2218
1415	1097
1415	2000
1415	988
1415	1010
1415	1274
1415	2267
1415	1400
551	2218
551	2368
551	50
551	1146
551	1206
551	1064
551	63
551	268
551	606
551	2195
1424	1166
1424	1577
1424	895
1424	1026
1424	940
1424	1380
1424	1260
1424	1196
1424	1516
2317	1166
2317	2375
2317	1983
2317	595
2317	304
237	2360
237	6
237	879
237	1760
237	454
237	85
237	1420
324	1529
324	1
324	2412
324	2404
324	1577
324	317
324	1764
324	2166
324	2258
324	2064
324	908
324	298
324	1360
324	1363
324	2386
324	1238
324	1534
324	1894
324	2012
324	1196
324	1204
324	2118
324	2119
324	1189
324	328
324	1173
324	635
324	491
324	2245
324	948
537	1113
537	721
537	518
537	1202
537	1031
537	1616
537	241
537	1433
537	1854
537	1375
537	1349
537	1956
537	485
537	666
537	1198
537	941
537	428
537	965
1401	1432
1401	996
1401	1596
1401	1151
1401	1031
1401	878
1401	774
1401	1433
1401	1349
1401	1399
1401	1129
1401	1417
1401	1168
538	202
538	1888
538	1187
538	1304
538	1132
538	1172
538	1175
538	1435
538	1613
538	164
538	1802
538	1702
538	822
538	59
538	824
538	1174
538	1006
2299	1840
544	569
544	813
544	202
544	277
544	1888
544	1187
544	1304
544	1436
544	1132
544	312
544	334
544	1435
544	1614
544	538
544	1802
544	682
544	1692
544	786
544	790
544	1702
544	954
544	2352
544	1810
544	59
544	824
544	1174
544	335
544	1006
2308	1992
2308	2367
2308	2310
2308	2149
2309	193
2309	1992
2309	813
2309	2200
2309	1680
2309	2314
2309	1756
2309	2183
2309	2208
2309	2241
2309	2308
2309	2310
2309	2149
2309	1337
2309	339
2309	1813
2309	1007
2310	2200
2310	2241
2310	2308
2310	2149
2310	1007
2370	452
2370	628
2370	1808
2370	1694
1060	752
1060	1126
1060	559
1061	507
1061	509
1061	1120
1061	1108
1061	74
1061	1400
1063	769
1063	770
1063	807
1063	1400
1064	2302
1064	870
1064	548
1064	1414
1064	1144
